"","PAFTOL_019361","S_670","S0055","S0156","S0196sl","S0268","S0275","S0277","S0278","S0279","S0280","S0281","S0282","S0283","S0284","S0285","S0286","S0288","S0289","S0292","S0293","S0294","S0297","S0298","S0299","S0300","S0301","S0303","S0305","S0306","S0308","S0312","S0315","S0317","S0320","S0322","S0323","S0327","S0329","S0331","S0335","S0345","S0346","S0355","S0371","S0373","S0376","S0377","S0380","S0381","S0383","S0384","S0385","S0400","S0403sl","S0405","S0407sl","S0412sl","S0416","S0417","S0419","S0420sl","S0421","S0424","S0427","S0428sl","S0430","S0435","S0436","S0450","S0464","S0478","S0509","S0512sl","S0521","S0547","S0552sl","S0555","S0558","S0560","S0562","S0577","S0583","S0590","S0591","S0593","S0612","S0613sl","S0616","S0617","S0620","S0624","S0641","S0642","S0643","S0645sl","S0647-2","S0654","S0655sl","S0656sl","S0657","S0660sl","S0662","S0664","S0667","S0669","S0670","S0671","S0672","S0673","S0677","S0688","S0689","S0690","S0691","S0717","S0718","S0720","S0721sl","S0722","S0724sl","S0726","S0727","S0728sl","S0731sl","S0732","S0733sl","S0735","S0739","S0740","S0741","S0742","S0743","S0745","S0746","S0747sl","S0748","S0751","S0752","S0753","S0754","S0756","S0757","S0758","S0760","S0762-2","S0763","S0764","S0765","S0766","S0768","S0770","S0771","S0772","S0791","S0795","S0809","S0827","S0834","S0836","S0851","S0888","S0890","S0892","S0893","S0894","S0895","S0896","S0897","S0899","S0901","S0902","S0903","S0904","S0906","S0941","S0946","S0947sl","S0949","S0951","S0952","S0954","S0956","S0957","S0959","S0960","S0963","S0964","S0989","S1011sl","S1021","S1038","S1039","S1040","S1043sl","S1044","S1045","S1050","S1052sl","S1053sl","S1069","S1072","S1074","S1077","S1083","S1089","S1093sl","S1095","S1096","S1097","S1098","S1100","S1102","S1103","S1106sl","S1110","S1111","S1113","S1114-2","S1116","S1117","S1118","S1119","S1120","S1121","S1128","S1129sl","S1148","S1168","S1176","S1177","S1180","S1181-2","S1182","S1184","S1187sl","S1188","S1189","S1201sl","S1204","S1208sl","S1210","S1211","S1213","S1214sl","S1220","S1221sl","S1223","S1227","S1229-2","S1230","S1232sl","S1234","S1235sl","S1238sl","S1239","S1241","S1245","S1246","S1249","S1250sl","S1251","S1258-2","S1260","S1261","S1262","S1266sl","S1269","S1270","S1276","S1278","S1279","S1314","S1315","S1318-2","S1319","S1328sl","S1331","S1332","S1336","S1339","S1341","S1342","S1354","S1365","S1366","S1368","S1369","S1370","S1371","S1374","S1375","S1376","S1378","S1381","S1400","S1401","S1405","S1407","S1408","S1409","S1419","S1421","S1422","S1424","S1428","S1442","S1449","S1451","S1458","S1459","S1460","S1462","S1464","S1474","S1475","S1498","S1506","S1509","S1519","S1539","S1541sl","S1561","S1579","SRR11470320","SRR8528336","SRR8528338","SRR8528339","SRR8528341","SRR8528342","SRR8528343","SRR8528347","SRR8528350","SRR8528354","SRR8528356","SRR8528357","SRR8528358","SRR8528359","SRR8528361","SRR8528364","SRR8528365","SRR8528370","SRR8528372","SRR8528373","SRR8528376","SRR8528379","SRR8528380","SRR8528381","SRR8528382","SRR8528384","SRR8528385","SRR8528388","SRR8528389","SRR8528391","SRR8528394","SRR8528397","SRR8528398","SRR8528399","SRR8528400"
"5G37830",3417,3462,3486,3321,2601,3483,3486,3333,3354,3342,3486,3483,3477,3492,3183,3501,3438,3117,3483,3486,2673,3501,3483,3501,3345,3501,3483,3204,3483,3471,3486,1185,3483,3489,3318,3366,3483,3423,3486,3486,3486,2472,3486,3486,3483,3474,3462,3462,3483,2925,3486,3489,3249,3483,3000,3483,3456,3276,3498,3498,3483,2232,3486,3483,3492,2847,3387,3447,3486,3486,3483,3498,3501,1860,3486,3501,3480,3486,3495,3459,3264,2355,3477,3465,3501,3465,3483,3357,3489,3486,2625,3486,3486,3486,3483,3486,3459,3363,3267,2982,3039,2802,3492,3483,3486,3480,2454,3501,3108,3501,3417,3498,3501,3432,3486,3501,3291,3486,3492,3501,3348,3441,3486,2562,3483,3501,2976,3480,3498,3489,3501,3501,3483,3489,3486,3483,3486,3501,3006,3288,3483,3501,3489,2913,3483,3480,3483,3501,3483,3492,3489,3483,3474,3483,3486,3486,3081,3294,3324,3486,3486,3480,3471,3447,3354,3501,3495,3501,3420,3492,2706,3294,3501,2088,3384,3480,3450,288,3501,2832,3315,3483,3489,3156,3489,3279,3306,3456,2358,3093,3483,3498,2220,3486,3486,3474,3498,3486,3165,3300,3498,3483,3486,3486,3483,3495,3447,3498,3477,3489,3486,3495,3498,3498,3474,3402,3486,3357,3486,3501,3483,2853,3327,3489,3486,3480,3465,3495,3483,2691,3483,3495,3501,3486,3495,2364,3483,3489,3483,3486,2748,3480,3483,3414,3486,3228,3486,3495,3483,3492,3486,3498,3435,3483,3468,3498,3486,3495,3501,3426,2538,3468,3168,3498,3312,2940,3486,3312,3483,3492,3483,3483,3429,3480,3363,3483,3288,3462,3486,3339,3483,3477,2913,3486,3483,3483,3498,3483,3483,3483,3492,3486,3486,3498,3483,3447,3483,3201,3489,3489,2907,3006,3477,3378,3501,3486,3258,3498,3396,2892,3486,3483,3483,3486,3492,2898,3483,2694,3420,3477,3501,3393,3501,3498,3483,3486,3486,3483,3483,3501,3501,3486,3483,3480,2631,3483,3486,3501,3486,3426,3486,3501,3489,3489,3483,3498,3369,3492,3498,3498,2988,3486,3483,3492,3333,3498,3486,3486,3498
"5G39710",1350,2241,2241,2187,1734,2241,2241,2238,1614,2226,2229,2244,2241,2208,2220,2241,2145,NA,2244,2244,2130,2241,1680,2247,1776,2235,2241,2241,2217,2241,2229,2244,2223,1803,2130,1641,2226,2214,2247,1662,2238,990,2232,2238,2214,2241,2217,2232,2100,2244,2238,2244,2229,2205,1695,2241,2133,2232,2232,2244,2151,2163,2244,2244,2241,1500,2238,2163,2253,2256,2223,2241,2244,1554,2229,2232,2244,2241,2247,2238,2244,1443,2178,2247,2229,2187,2241,2235,NA,1965,NA,1911,2244,2232,2241,2244,1605,2250,2097,2136,2214,675,2232,2217,2223,2214,2238,2241,2241,NA,2247,2229,1719,2154,2190,2247,2061,2235,2241,2241,2238,2202,2229,3285,2082,2208,1614,2229,2211,1920,2241,2241,2214,2232,2226,2223,2238,2244,2229,2142,2229,2241,2235,2244,2232,2235,2241,2241,2232,2232,2220,2235,2250,2223,2247,1620,696,2184,1314,2235,2220,2205,1773,1548,1326,NA,2241,2241,1830,2235,2232,1875,2241,2241,2229,2142,2241,2241,2241,1113,2220,2223,2244,2199,2247,2244,2238,2244,591,2205,2211,2229,2229,2232,2229,2229,2241,2229,2229,2202,2217,2232,2226,2226,2226,2241,2241,2241,2229,2238,2229,2229,2229,2232,2229,1989,2238,2076,1740,2235,2154,2229,2226,2229,2220,2250,2244,2229,2223,2208,2232,2229,1791,2244,2229,939,2241,2235,2232,2049,1734,2097,2244,2220,2232,1137,2205,2229,2241,2208,2244,2244,2244,2241,2229,2244,2073,NA,NA,2226,2244,2238,2145,2211,1041,2190,2232,2070,2220,1713,2241,2241,2145,2205,2241,2229,2094,2220,2235,2229,2220,2229,2223,2235,2247,2244,2244,2241,2241,2241,2241,2220,2232,2232,2244,2241,2235,2139,2241,2124,2238,1530,1872,2244,2241,2163,2220,2244,1881,291,2223,2235,2232,2229,2244,2205,1848,1779,2247,1677,NA,2232,2232,2190,2226,2244,2241,2244,2232,2241,2241,2244,2241,2118,2169,2241,2244,2241,2229,2229,2229,NA,2232,1752,2241,2229,2160,1128,2229,2232,2226,2232,2232,2241,2169,2241,2229,2226,2229
"5G39830",NA,216,216,NA,216,216,216,NA,NA,216,216,216,216,216,NA,NA,216,216,216,216,174,NA,NA,NA,216,NA,216,NA,NA,216,216,216,216,216,216,NA,NA,NA,NA,NA,NA,NA,216,NA,216,216,216,216,216,216,NA,216,216,216,NA,216,216,NA,NA,216,NA,216,216,216,216,216,216,216,216,216,NA,NA,216,NA,216,216,216,216,216,NA,216,NA,216,NA,216,216,216,216,NA,216,NA,NA,216,216,216,216,216,NA,216,216,216,150,216,NA,NA,216,216,216,216,216,NA,216,216,165,216,NA,216,216,216,216,216,NA,216,NA,216,216,NA,216,216,216,216,216,216,216,216,216,216,216,NA,216,216,NA,216,216,216,216,216,216,216,216,NA,NA,216,216,216,216,216,216,NA,216,216,216,NA,NA,NA,NA,216,216,216,216,216,NA,216,216,NA,216,213,216,216,NA,NA,216,NA,NA,216,216,NA,NA,NA,NA,216,216,216,216,NA,216,216,216,201,216,216,216,216,216,216,216,216,216,216,216,216,216,NA,NA,216,216,216,NA,NA,NA,NA,NA,207,216,216,216,216,216,216,216,216,216,216,216,NA,NA,216,216,216,216,NA,216,216,216,216,204,216,NA,216,216,216,216,216,216,216,216,NA,216,216,NA,NA,216,216,216,NA,216,216,NA,NA,213,216,216,NA,216,216,216,NA,NA,216,216,216,216,216,216,216,216,NA,216,216,216,216,216,216,216,216,216,216,216,216,NA,216,216,NA,216,216,216,216,216,216,NA,216,216,216,216,NA,NA,216,183,216,216,216,216,216,NA,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,NA,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216
"5G40440",477,933,933,933,246,933,933,729,882,459,930,933,933,804,861,849,843,855,927,861,747,936,NA,933,819,936,933,861,843,942,840,933,930,924,537,846,930,927,840,831,993,492,930,861,852,921,840,930,924,861,933,879,843,849,894,933,789,849,864,930,477,363,933,867,852,789,861,459,936,936,930,930,933,540,930,933,921,927,933,933,921,792,924,855,933,867,477,861,861,837,861,831,933,933,849,855,987,837,798,927,939,216,924,930,924,843,933,477,933,933,915,840,933,825,477,927,933,930,933,849,861,843,465,885,930,933,612,927,477,933,933,945,930,924,933,924,855,843,924,600,456,933,933,861,933,852,933,936,843,933,930,870,924,930,414,843,933,828,567,837,924,933,213,927,NA,828,849,933,NA,870,924,459,936,585,924,849,747,933,933,498,861,930,837,930,924,918,864,924,NA,NA,930,774,690,366,936,930,933,873,735,567,927,462,933,894,927,840,933,837,462,834,930,516,933,927,462,846,387,867,480,933,930,366,465,873,873,930,942,927,924,846,843,927,933,480,477,NA,924,924,930,933,843,477,933,852,930,567,906,921,933,930,843,867,930,933,831,864,933,933,927,861,927,846,900,849,480,930,861,369,933,855,933,933,930,930,933,930,855,843,930,852,930,618,846,930,927,501,924,933,933,477,NA,477,930,918,933,423,933,843,933,924,846,924,924,885,933,873,924,924,918,366,819,933,933,930,858,828,837,546,837,924,933,852,933,477,930,930,933,924,921,933,933,933,933,927,465,933,930,933,930,933,930,933,927,846,933,924,930,852,465,924,843,930,933,933,837,849,930,927,930
"5G40480",1707,2844,2844,2535,2022,2841,2844,2481,2385,2436,2844,2634,2844,2673,2457,2655,2841,2319,2832,2634,2379,2844,2277,1695,2028,2736,2841,2664,2631,2829,2850,2634,2844,2844,2535,2670,2634,2664,2667,2655,2841,2127,624,2670,2844,2634,2688,2844,2634,2499,2841,2304,2634,2844,1878,2844,2628,2367,2835,2667,2841,2853,2667,2436,2844,2307,2670,2217,2850,2850,2634,2220,2835,1095,2631,2634,2844,2436,2844,2844,2745,2061,2634,2265,2844,2664,2835,2844,2682,2844,2178,2454,2841,2844,2655,2727,2841,2658,2574,2835,2802,2172,2841,2634,2481,2844,2655,2844,2655,2844,2664,2844,2841,2487,2850,2838,2433,2829,2841,2838,2637,2835,2841,1962,2844,2352,2475,2640,2682,2574,2844,2832,2844,2832,2790,2640,2670,2664,2844,NA,2214,2850,2634,2628,2844,2838,2838,2844,2685,2568,2664,2844,2844,2844,2850,2829,1041,2679,2475,1611,2634,2667,1941,2661,2448,2841,2841,NA,2352,2826,2766,2433,2844,2433,2280,2814,2649,2844,2844,2169,2460,2634,2814,2454,2844,2664,2451,2844,1743,2238,2850,2481,2028,2631,2688,2214,2847,2844,1833,2427,2841,2631,2715,2685,2847,540,2625,2004,2829,1032,2430,2640,2448,2841,2091,2265,1044,2517,2277,2844,2277,1863,2016,2670,2391,2652,2844,2640,2703,2673,2475,2640,2850,2517,2451,2040,2289,2844,2844,2844,2361,2664,2847,2661,2637,1986,2571,2844,2634,2289,2457,2667,2844,2430,2475,2559,2433,2844,2814,2499,2922,2457,2481,2472,2256,2433,2670,2460,2664,2634,2844,2844,2481,2469,2646,1179,2805,2634,2841,2583,2637,1668,2679,2634,2631,2664,2457,2634,2433,2265,2313,2667,2844,2688,2847,1368,2844,2664,2844,2634,2499,2847,2349,2691,2841,2703,2613,2844,2697,582,2466,2430,2844,1179,2427,2490,2847,1866,2634,2796,2844,2661,1437,2481,2847,2844,2628,2664,2844,2844,2844,2667,2835,2325,2190,2844,2844,2844,2844,2844,2844,2844,2844,2460,2835,2064,2847,2454,2430,2844,2034,2214,2838,2841,2829,501,2844,2826,2442
"5G40820",1029,2157,1731,1923,2004,1488,2160,1857,2115,1800,2139,2124,2166,1872,2022,2034,2133,1728,2112,2139,2019,2025,1923,2031,2121,2022,1968,2127,2037,2025,2130,2046,1572,1791,1818,2130,2070,2127,2136,1449,2133,840,2136,1956,2067,2136,2199,2070,2046,1803,2025,2139,2061,2166,1731,2169,1764,2118,2136,2136,2139,1476,2130,2100,2127,1893,2136,2136,1743,2028,1791,2136,2136,780,2031,2031,2130,2130,2121,2028,2025,1590,2013,1971,2031,2028,2094,2130,1905,2004,339,2133,2169,2004,2031,2028,2103,1698,1950,2130,2109,1290,2001,1254,1791,1803,2031,2136,2136,2136,1815,2139,2136,2025,2019,2025,2031,2130,2127,2136,2130,1716,2025,813,1791,2136,1731,2028,2148,2139,2031,2025,1707,2022,1800,2112,2136,2097,2040,NA,2136,2169,2136,1386,2139,2010,2034,1485,2115,891,1626,2139,2022,1791,2124,2130,2103,2133,1959,2019,2013,2031,1305,1872,NA,1974,2031,2136,1995,2103,1932,1902,2022,2130,2136,1503,2025,2136,2136,1557,2061,1791,2124,2106,2118,1854,2112,1362,966,1791,2106,1722,2136,2136,1638,2136,2019,2127,1686,2037,2133,2136,2136,2022,2106,2031,2040,2031,2136,1911,2136,1248,1785,1794,2136,1695,933,1926,1797,2028,2136,1866,2121,1920,2019,2121,2121,2130,1791,1902,2106,2133,1797,1797,1950,1260,2133,2130,2118,924,1710,1971,2115,2142,2136,1761,1767,1479,2169,2145,2127,2133,2130,2100,2136,2079,2127,2136,2136,1797,2124,2133,2028,1902,1308,1797,2136,2031,2010,2136,2166,2163,2109,2136,2013,2025,2031,1791,2127,2031,1791,1554,1467,2037,1626,2139,1740,2118,2163,2136,1458,2031,2028,1800,2028,2136,1794,2130,2130,1827,2136,2139,1791,2112,2028,2028,2019,2031,2127,582,2139,2100,2139,2136,2133,2058,2055,438,2007,1800,2136,2052,2028,2127,NA,2130,2031,2118,2022,2031,2136,2016,2103,2118,2130,2103,2130,2127,2034,2121,2118,2130,2139,2028,2136,1800,2028,2130,2499,2127,1800,2136,2022,2031,2031,2127,2136,1800,2031
"5G41800",216,621,621,390,390,621,618,195,621,NA,621,621,621,621,621,621,621,390,621,621,390,621,NA,621,576,621,621,NA,621,390,405,390,258,390,621,390,243,618,621,621,621,621,621,621,621,621,621,240,621,540,618,591,NA,234,621,621,399,621,621,621,621,390,621,621,621,NA,621,621,621,621,621,618,621,NA,621,621,621,621,621,621,621,390,243,153,621,621,390,621,390,621,NA,621,621,621,621,621,390,390,621,825,399,390,390,NA,234,237,252,621,621,621,621,618,621,618,618,621,621,621,621,NA,NA,621,621,390,621,621,513,621,621,621,621,621,NA,621,621,NA,390,621,621,621,621,621,618,390,621,405,621,621,621,621,621,621,621,615,621,621,234,NA,609,621,243,621,621,246,621,621,621,621,621,618,621,570,621,621,621,621,621,621,621,NA,621,621,621,621,621,621,621,621,252,390,NA,360,621,621,621,621,621,237,438,621,399,237,621,390,621,621,621,390,621,390,621,621,390,621,621,621,621,570,621,621,621,390,621,561,243,696,621,390,252,621,621,621,621,621,621,399,621,621,621,234,258,621,621,621,621,252,429,621,621,621,621,621,621,621,618,621,234,621,621,390,621,621,621,399,621,NA,390,615,390,621,621,621,252,621,621,621,621,621,621,621,234,246,732,621,621,621,585,363,621,NA,621,621,621,621,621,621,243,621,621,276,390,621,621,621,621,621,474,621,621,606,621,621,621,621,NA,396,621,390,234,390,618,621,390,390,NA,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,618,621,399,618,621,597,621,234,621,621,621,621,621,621,621,621,621,621
"5G45780",345,633,633,648,558,633,633,648,NA,633,648,657,633,648,NA,NA,648,489,651,648,633,633,648,633,651,633,633,648,630,636,348,648,648,648,651,648,648,651,651,NA,648,588,648,648,312,312,633,648,624,648,633,648,648,633,648,633,651,639,648,648,648,324,651,651,633,651,648,630,651,633,648,651,633,NA,648,648,648,648,639,648,645,627,648,651,648,633,342,648,648,348,648,651,633,648,633,651,648,648,633,651,651,555,648,648,648,648,423,633,633,651,645,645,636,633,654,NA,633,657,633,633,648,648,648,573,621,648,600,648,648,648,633,636,648,648,651,648,648,348,648,648,648,633,432,648,648,633,630,633,648,648,312,648,627,648,348,633,633,651,531,531,648,648,351,648,NA,651,633,633,324,651,633,657,633,324,648,NA,636,633,633,NA,648,648,648,648,624,648,342,648,NA,648,648,648,648,648,648,312,648,312,630,558,645,648,651,651,531,648,648,648,618,312,456,633,648,519,312,645,648,657,651,636,648,453,648,645,633,645,645,648,648,648,648,648,651,648,648,NA,651,648,648,633,324,645,633,648,648,324,588,312,633,648,372,651,651,633,648,651,636,651,651,648,651,651,741,648,648,648,648,648,234,348,633,633,324,648,633,648,651,651,648,648,NA,348,648,645,651,648,651,633,633,633,648,633,630,645,633,633,648,651,348,648,648,648,645,648,633,645,648,648,651,609,873,633,648,648,651,651,642,633,651,648,642,588,648,648,NA,648,648,651,648,633,633,651,633,651,537,633,651,636,648,648,648,651,648,NA,633,648,648,648,633,648,633,648,648,633,648,636,648,651,648
"5G45900",NA,207,NA,NA,NA,207,NA,NA,NA,213,NA,201,207,207,NA,207,NA,NA,NA,NA,207,NA,NA,207,210,210,207,NA,NA,NA,NA,168,NA,210,204,NA,NA,NA,NA,NA,213,NA,192,NA,NA,NA,207,NA,NA,210,NA,NA,NA,195,NA,207,NA,213,210,NA,207,NA,NA,NA,NA,NA,NA,207,NA,207,NA,NA,198,NA,204,NA,213,207,207,NA,213,207,NA,NA,207,207,207,210,NA,NA,213,NA,210,NA,207,207,NA,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,207,NA,NA,NA,NA,207,207,207,NA,207,NA,210,207,207,NA,NA,NA,102,NA,NA,207,NA,NA,207,207,NA,210,NA,NA,NA,NA,204,NA,213,207,NA,NA,NA,207,207,210,207,NA,NA,NA,NA,NA,207,210,207,NA,210,213,210,NA,NA,NA,NA,NA,NA,207,NA,NA,NA,NA,210,210,213,NA,NA,207,207,NA,NA,NA,NA,NA,NA,213,NA,213,NA,NA,NA,NA,213,213,207,210,207,NA,198,NA,207,213,213,NA,NA,NA,198,NA,213,NA,NA,207,NA,210,213,NA,210,NA,NA,207,213,NA,NA,NA,213,213,213,207,NA,NA,207,207,210,NA,207,NA,NA,210,213,207,NA,NA,210,207,210,NA,NA,207,207,117,207,NA,NA,207,NA,201,NA,201,201,NA,201,207,NA,NA,NA,NA,213,192,NA,201,207,207,NA,NA,207,NA,189,NA,213,210,NA,NA,NA,204,NA,NA,NA,207,207,207,216,207,NA,NA,207,207,213,NA,207,180,213,210,NA,210,210,210,NA,210,207,NA,210,207,207,210,NA,207,195,NA,NA,NA,201,210,210,207,NA,210,207,198,210,207,207,207,207,201,201,207,201,207,213,198,213,201,210,210,207,213,213,NA,207,213,210,210,210,207,207,207,216,213,213
"5G47040",1068,1545,1545,1281,888,1545,1545,1107,1314,1374,1545,1548,1545,1518,1326,1098,1545,1182,1545,1545,849,1545,1305,1545,1314,1545,1545,1545,1545,1128,1545,1542,1542,1545,1290,1542,1305,1305,1545,1299,1545,492,1545,1545,1443,1545,1278,1542,1545,1086,1374,1545,1545,1536,1518,1542,948,1305,1545,1545,1548,1338,1542,1545,1542,1173,1545,429,1545,1545,1545,1506,1545,738,1371,1455,1545,1545,1542,1545,1245,1077,1545,1542,1542,1545,1545,1548,1545,1371,1308,1542,1545,1545,1152,1542,1545,1545,1545,1512,1401,831,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1548,936,1539,1512,1545,1548,1545,1545,1524,1545,1545,744,1545,1545,1266,1545,1545,1545,1545,1305,1545,1545,1545,1545,1545,1494,1545,945,1545,1545,1545,1305,1548,1542,1545,1545,1536,1548,1539,1548,1545,1191,1545,1548,1416,1290,1080,960,1362,1551,918,1545,1161,1488,1131,NA,1050,1545,1497,1095,1545,1545,1545,1350,1305,603,1545,NA,1548,1521,1545,1545,1545,1545,1542,1317,1107,420,1545,1143,1545,1545,1305,1545,1545,1545,1110,1107,1545,1380,1545,1059,1548,1107,1512,1545,1410,1305,1545,1515,1305,1545,1545,1146,1545,1350,588,1545,1596,588,891,1545,1503,1545,1548,1545,1545,1107,1419,1545,1545,1545,1305,714,1410,1548,1545,1545,1308,1305,1545,1545,1518,1338,1545,1326,1545,1518,1548,1545,1545,1545,1509,1545,1368,1545,1263,1107,1545,1545,1542,1386,1107,1311,1305,1545,1545,1545,1515,1620,1545,1545,1545,1545,1092,1545,1545,1305,1131,1401,1326,1545,1545,1203,1371,1545,1533,1107,1182,1545,1545,1260,1545,603,588,1461,1350,1545,1122,1545,1305,1542,1545,1545,1281,1545,1545,675,1107,1545,1548,1545,1257,1104,1548,705,1542,711,1545,189,1365,1107,1548,1542,1545,1545,1545,603,1545,1542,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1533,1545,1545,408,1386,1545,1545,1545,1545,1545,1545,1545
"5G48520",NA,195,177,NA,NA,NA,NA,195,NA,195,NA,195,195,NA,NA,NA,NA,162,195,NA,195,NA,NA,195,195,NA,195,NA,195,NA,195,195,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,195,NA,195,195,174,195,195,NA,195,NA,180,NA,NA,192,NA,NA,NA,195,NA,195,NA,195,195,NA,195,NA,NA,195,NA,195,NA,NA,NA,195,195,195,195,NA,174,NA,NA,NA,NA,195,195,NA,NA,195,NA,NA,195,NA,192,195,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,195,195,NA,NA,195,195,NA,195,NA,195,NA,195,195,NA,NA,195,NA,NA,195,NA,195,NA,195,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,195,195,195,NA,195,195,NA,NA,195,195,NA,NA,NA,NA,NA,195,195,NA,180,195,195,NA,NA,NA,NA,195,NA,195,NA,195,NA,195,NA,195,NA,NA,NA,NA,195,NA,NA,195,NA,195,195,195,NA,NA,NA,NA,195,195,195,NA,NA,195,195,195,195,NA,195,195,195,195,195,NA,195,NA,195,NA,NA,NA,NA,NA,195,NA,195,192,NA,192,NA,NA,NA,195,195,195,195,195,NA,NA,NA,195,195,195,NA,NA,NA,195,NA,195,NA,195,NA,195,195,NA,195,NA,195,NA,195,195,195,195,NA,195,195,NA,NA,NA,NA,195,195,NA,NA,195,NA,195,NA,195,192,192,NA,192,195,NA,NA,NA,195,NA,NA,195,195,195,NA,NA,NA,195,189,NA,NA,195,NA,NA,NA,195,195,NA,195,NA,NA,NA,NA,195,195,NA,NA,195,NA,NA,168,195,195,195,NA,NA,NA,NA,NA,NA,195,171,195,NA,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
"5G49810",1017,2457,2457,2352,1485,2457,2457,2277,1854,2160,2457,2457,2457,2082,2256,2454,2454,2424,2457,2457,1962,2457,2451,627,1917,2457,2457,2388,2448,2457,2457,2358,2457,2448,1452,2457,2448,2454,2457,1848,2457,903,1437,2457,2457,2457,1827,2448,2058,2055,2457,2454,1992,2388,2064,2457,1923,2457,2457,2457,2268,2454,2457,2223,2451,1527,2457,2457,2067,2457,2448,2208,2457,945,2457,2457,2454,2454,2457,2457,2430,2064,2448,2448,2427,2457,2457,2457,2457,2448,1563,2457,2454,2457,2154,2448,2394,2001,2265,2301,2454,1038,2448,1926,2442,2448,2457,2457,2337,2457,2457,2460,2457,1557,2334,2457,2457,2457,2115,1017,2457,2205,2457,1542,2448,2457,1827,2463,2457,2457,2457,2457,2448,2457,2445,2448,2457,621,2451,NA,2457,2451,2457,1815,2457,2457,2457,2457,2457,2457,2457,2457,2457,2448,1440,2457,1791,2448,2070,2457,2448,2454,1608,2457,2283,2154,2442,2457,2451,2070,2457,2262,2457,2067,2457,2001,2457,2007,2457,1581,2457,2448,2439,1716,2454,2265,2421,1827,1569,1638,1017,2454,2457,2457,2256,2457,2457,1962,2196,2256,2457,2457,2445,2457,2457,2457,2262,2457,1437,2397,2457,2466,2079,2442,2457,1665,1017,2277,2106,2457,2133,1839,2259,2217,2457,2457,2457,2463,2448,2292,2064,2463,2457,1872,1857,1428,2457,2454,2457,2457,1995,2457,2457,2457,2454,2052,2457,2463,2457,2457,2427,2364,2448,2457,2274,2457,2457,2457,2304,1842,2448,2391,2121,2457,2361,1995,2079,1842,2271,2460,2457,2457,2448,2457,2457,2454,1947,2445,2457,2271,2070,2445,2454,2445,2427,2004,2388,2457,2457,2454,2457,2457,2457,2304,2457,2457,2448,2253,2457,2448,1638,2457,2070,2457,2457,1842,2181,2457,2448,972,1809,2457,2457,2457,1932,1863,2457,1200,2451,2439,2457,2253,2457,1956,2457,2457,2457,2457,2457,2457,2457,2388,2457,2448,2457,2457,2448,2457,NA,2457,2457,2457,2454,2460,2457,2457,2457,2457,2457,2457,2457,2457,2457,2457,2457,1017,2457,2445,2457
"5G49830",1728,1725,1725,1728,1077,1725,1725,1491,1728,1728,1728,1722,1725,1731,1155,1671,1212,1689,1728,1728,1470,1725,1632,1725,1755,1725,1725,1731,1728,1725,1728,1725,1728,1725,1728,1728,1728,1728,1713,1548,1728,1020,1728,1728,1728,1728,1602,1716,1728,1755,1722,1728,1725,1725,1545,1725,1737,1527,1473,1728,1728,1677,1728,1728,1725,1683,1728,1647,1698,1698,1725,1728,1725,846,1725,1728,1731,1725,1719,1725,1728,1728,1722,1725,1728,705,1725,1725,1728,1728,1224,1728,1725,1728,1725,1728,1731,1728,1728,1728,1728,1098,1716,1728,1725,1725,1683,1551,1713,1728,1728,1728,1014,1401,1728,1731,1725,1728,1725,1728,1728,1728,1728,1269,1704,1728,1338,1728,1728,1728,1725,1722,1728,1728,1722,1725,1731,1728,1725,1437,1728,1725,1725,1551,1728,1536,1725,1725,1653,1728,1728,1728,1728,1587,1728,1728,1725,1728,1512,1725,1728,1728,258,1728,1035,1731,1722,NA,1701,1728,1278,1497,1725,1725,1728,1725,1725,1725,1725,NA,1695,1725,1722,1728,1719,1728,1698,1728,1446,1182,1719,1722,1023,1029,1635,1728,1728,1728,1008,1695,1722,1725,1722,1725,1713,1728,1725,1728,1728,1539,1728,1728,1542,1728,1728,1728,1728,1305,NA,1725,1023,1749,1683,1728,1728,1728,1719,1728,1725,1551,1554,1728,1728,1728,1728,1092,1725,1716,1728,1839,1347,1683,1725,1722,1728,1521,1728,1728,1725,1728,1725,1728,1728,1725,1728,1728,1728,1731,1593,1542,1728,1728,1725,1725,1698,1728,1485,1728,1728,1716,1725,1725,1728,1728,1725,1728,1728,1728,1725,1698,1719,1689,1122,1716,1728,1728,1665,1725,1725,1725,1728,1725,1728,1728,1722,1725,1725,1683,393,1725,1668,1728,1536,1728,1725,1728,1731,1728,1728,1056,1755,1725,1728,1728,1719,1608,1713,NA,1725,1212,1731,1725,1728,1545,1713,1728,1725,1728,1728,1725,1725,1728,1725,1521,1710,1725,1728,1725,1725,1725,1728,1725,1728,1722,1725,1728,1704,1722,1725,1728,1728,1725,1728,1725,1728,1728,1725,1722,1728
