"","PAFTOL_019361","S_670","S0055","S0156","S0196sl","S0268","S0275","S0277","S0278","S0279","S0280","S0281","S0282","S0283","S0284","S0285","S0286","S0288","S0289","S0292","S0293","S0294","S0297","S0298","S0299","S0300","S0301","S0303","S0305","S0306","S0308","S0312","S0315","S0317","S0320","S0322","S0323","S0327","S0329","S0331","S0335","S0345","S0346","S0355","S0371","S0373","S0376","S0377","S0380","S0381","S0383","S0384","S0385","S0400","S0403sl","S0405","S0407sl","S0412sl","S0416","S0417","S0419","S0420sl","S0421","S0424","S0427","S0428sl","S0430","S0435","S0436","S0450","S0464","S0478","S0509","S0512sl","S0521","S0547","S0552sl","S0555","S0558","S0560","S0562","S0577","S0583","S0590","S0591","S0593","S0612","S0613sl","S0616","S0617","S0620","S0624","S0641","S0642","S0643","S0645sl","S0647-2","S0654","S0655sl","S0656sl","S0657","S0660sl","S0662","S0664","S0667","S0669","S0670","S0671","S0672","S0673","S0677","S0688","S0689","S0690","S0691","S0717","S0718","S0720","S0721sl","S0722","S0724sl","S0726","S0727","S0728sl","S0731sl","S0732","S0733sl","S0735","S0739","S0740","S0741","S0742","S0743","S0745","S0746","S0747sl","S0748","S0751","S0752","S0753","S0754","S0756","S0757","S0758","S0760","S0762-2","S0763","S0764","S0765","S0766","S0768","S0770","S0771","S0772","S0791","S0795","S0809","S0827","S0834","S0836","S0851","S0888","S0890","S0892","S0893","S0894","S0895","S0896","S0897","S0899","S0901","S0902","S0903","S0904","S0906","S0941","S0946","S0947sl","S0949","S0951","S0952","S0954","S0956","S0957","S0959","S0960","S0963","S0964","S0989","S1011sl","S1021","S1038","S1039","S1040","S1043sl","S1044","S1045","S1050","S1052sl","S1053sl","S1069","S1072","S1074","S1077","S1083","S1089","S1093sl","S1095","S1096","S1097","S1098","S1100","S1102","S1103","S1106sl","S1110","S1111","S1113","S1114-2","S1116","S1117","S1118","S1119","S1120","S1121","S1128","S1129sl","S1148","S1168","S1176","S1177","S1180","S1181-2","S1182","S1184","S1187sl","S1188","S1189","S1201sl","S1204","S1208sl","S1210","S1211","S1213","S1214sl","S1220","S1221sl","S1223","S1227","S1229-2","S1230","S1232sl","S1234","S1235sl","S1238sl","S1239","S1241","S1245","S1246","S1249","S1250sl","S1251","S1258-2","S1260","S1261","S1262","S1266sl","S1269","S1270","S1276","S1278","S1279","S1314","S1315","S1318-2","S1319","S1328sl","S1331","S1332","S1336","S1339","S1341","S1342","S1354","S1365","S1366","S1368","S1369","S1370","S1371","S1374","S1375","S1376","S1378","S1381","S1400","S1401","S1405","S1407","S1408","S1409","S1419","S1421","S1422","S1424","S1428","S1442","S1449","S1451","S1458","S1459","S1460","S1462","S1464","S1474","S1475","S1498","S1506","S1509","S1519","S1539","S1541sl","S1561","S1579","SRR11470320","SRR8528336","SRR8528338","SRR8528339","SRR8528341","SRR8528342","SRR8528343","SRR8528347","SRR8528350","SRR8528354","SRR8528356","SRR8528357","SRR8528358","SRR8528359","SRR8528361","SRR8528364","SRR8528365","SRR8528370","SRR8528372","SRR8528373","SRR8528376","SRR8528379","SRR8528380","SRR8528381","SRR8528382","SRR8528384","SRR8528385","SRR8528388","SRR8528389","SRR8528391","SRR8528394","SRR8528397","SRR8528398","SRR8528399","SRR8528400"
"5G05680",NA,1137,1140,NA,654,1137,1140,657,600,1143,1137,1146,1137,1122,216,435,1137,951,1137,1137,465,1128,NA,1089,639,1131,1137,915,930,1140,1140,1134,1137,1137,NA,1140,1137,1143,1134,1137,1137,618,1137,1140,753,1137,684,927,1140,675,1140,921,1134,1137,882,1140,654,807,1110,1143,1140,NA,1134,1143,1140,468,1014,1140,1140,1137,1140,1140,1140,636,1056,1137,1137,1134,1137,NA,1026,375,1131,NA,1134,1140,927,1137,1140,1137,NA,NA,1137,456,834,1137,1137,NA,1116,1140,978,702,1137,1137,1137,1113,1140,885,1137,1140,NA,NA,1140,1110,1056,1140,1140,1143,1140,1140,1140,1137,1137,549,1137,1140,1155,NA,1140,783,1137,1086,1137,1137,1137,1137,1140,1140,1137,NA,1137,1140,1137,NA,1140,1143,1134,1140,NA,NA,1125,1143,1137,924,1137,1143,1134,1140,1086,1137,NA,1137,NA,NA,618,1140,1140,1140,NA,1140,1140,1128,1140,1140,1137,690,1140,1140,1140,NA,1140,927,591,NA,1137,1137,NA,NA,NA,228,1137,780,1137,1137,984,1137,1137,NA,240,510,1134,1137,1137,924,1146,1140,924,1137,1137,1143,636,NA,1143,1137,NA,NA,1140,1143,195,1137,1260,903,1140,1128,1143,1137,1137,NA,1083,1137,NA,NA,1257,NA,777,507,828,1137,1137,762,183,1140,1140,1056,1131,789,921,921,1140,1140,1134,1140,1140,1134,1137,1134,1137,1143,1128,1140,1140,1137,933,1137,447,846,1140,1140,NA,1137,1140,1140,1137,1140,1140,1137,993,927,1137,930,1137,210,117,1134,1116,216,NA,1140,1140,1140,945,1140,1137,759,1140,1140,969,1155,1140,1137,555,1137,1137,1137,1140,1137,NA,1137,1134,NA,831,1140,1143,1137,1143,741,927,180,1128,1140,1140,1131,1134,966,1143,1137,1137,1053,1137,1140,1137,1134,1140,1149,1134,1140,1140,1140,1137,1137,1137,1143,1137,1125,1140,1134,1137,NA,1137,1134,1137,1137,1137,1140,1137,1128,1137,1137,1137
"5G05840",423,999,1002,999,936,999,987,993,798,738,993,996,999,999,639,996,366,981,999,993,1005,1005,996,993,999,1005,1008,999,1020,972,1002,954,1008,1008,1002,993,1011,999,993,987,996,927,993,996,1008,996,969,1011,993,993,999,987,1002,996,1008,999,708,948,996,999,996,996,999,1005,996,750,987,1386,993,993,993,999,996,NA,366,993,996,996,999,633,996,648,1008,1008,990,993,999,993,999,633,642,828,1002,993,873,996,993,1002,1002,993,1002,867,1011,1008,1035,993,1002,996,993,984,996,996,996,957,999,1002,999,1005,822,366,987,1014,630,999,999,996,819,990,996,1002,999,990,1008,996,981,1005,996,642,1035,795,366,999,366,996,996,999,999,999,996,996,696,993,999,993,996,999,999,999,945,642,999,996,468,987,978,984,996,858,990,999,996,852,996,993,993,996,996,999,993,969,993,993,996,993,996,996,1005,996,705,573,1005,684,993,993,873,990,990,990,1011,993,984,993,981,999,999,636,993,366,993,993,993,987,1002,996,993,993,1002,996,996,1002,993,993,1002,1002,996,999,996,987,993,996,996,996,633,999,987,153,990,993,999,1002,942,993,999,996,996,1011,1008,993,999,996,999,999,987,1002,996,999,654,999,957,990,1002,999,996,999,987,999,996,936,996,276,999,999,648,996,1002,630,996,1005,993,996,507,996,996,624,999,996,999,999,999,993,630,999,996,972,999,636,1008,999,993,1005,993,993,1011,996,633,1011,1002,993,1002,954,975,1002,990,993,999,999,999,993,1011,1002,999,366,627,933,828,996,993,987,993,996,999,999,999,999,972,999,999,996,993,999,996,999,996,996,996,993,993,993,990,993,990,351,993,993,999,993,993,981,993
"5G06120",237,477,477,NA,477,477,261,465,477,261,477,477,477,477,219,477,477,477,477,477,477,477,477,477,477,477,477,477,NA,231,477,477,NA,264,477,477,NA,477,477,219,477,219,219,477,714,219,456,261,NA,477,477,477,234,480,477,477,NA,474,474,477,477,477,261,477,477,456,477,231,NA,477,477,477,477,237,219,714,477,228,477,261,477,237,219,219,483,477,477,477,477,NA,NA,261,477,261,477,477,477,477,477,477,477,483,NA,NA,261,264,477,477,477,477,477,NA,477,231,NA,264,477,477,477,264,477,NA,219,261,NA,477,189,477,477,276,231,477,NA,477,477,261,477,261,477,NA,219,477,477,477,477,477,477,477,NA,477,477,477,477,477,NA,477,477,477,423,NA,477,477,450,NA,NA,NA,237,234,219,477,477,390,477,219,477,NA,231,477,411,228,477,477,NA,477,477,477,477,NA,NA,477,228,477,219,NA,477,219,477,219,465,219,NA,NA,477,477,477,219,477,477,219,462,261,477,219,477,477,195,NA,477,219,231,477,429,477,261,477,477,477,477,219,477,477,477,483,477,477,NA,477,261,477,477,261,477,477,NA,477,NA,258,477,477,477,477,477,477,477,NA,477,477,477,477,477,477,477,477,477,NA,477,477,219,477,477,477,477,261,477,477,477,477,477,477,477,477,NA,477,477,477,477,237,303,477,477,NA,477,477,474,477,477,258,477,261,462,NA,477,219,477,231,477,477,477,477,219,477,477,477,219,477,477,477,477,264,477,477,264,465,477,477,477,477,477,477,231,477,477,477,477,NA,477,477,477,477,477,477,477,477,477,477,477,477,477,NA,477,477,NA,477,477,363,261,477,477,477
"5G06940",1659,2271,2274,2214,1203,2271,1728,1518,1071,2274,2271,2262,2268,2259,1497,2274,1518,1734,2262,2268,2982,2292,2268,2262,1377,2001,2271,1986,1347,2277,2262,630,1488,2121,1191,2241,672,2268,2271,NA,2277,NA,2292,2262,2268,2271,1527,912,2259,1596,777,2280,2112,2247,NA,2271,NA,1176,2271,2259,2277,NA,2256,2238,2274,987,1968,2274,2259,2277,2265,2268,2271,606,2277,2100,2271,NA,2277,2235,2286,669,741,1167,1827,2274,2265,2277,2277,2013,1566,1578,2292,1440,1893,2259,2280,1182,2193,2268,2262,1551,2220,2094,747,2274,2277,2262,2268,2283,2271,2271,2268,2064,2286,2283,1533,2277,2274,2268,2256,1710,2286,963,2277,2163,1287,2298,2283,2277,2277,2268,2280,2112,2271,2229,2256,2268,2220,696,2286,2271,2271,1245,2271,2274,2271,2274,2277,2259,2268,2268,2274,2271,2268,2286,2271,2250,2154,2061,2202,2283,1098,2184,2214,2283,2280,2271,654,2244,2217,1839,2268,1959,2271,1962,2271,2274,2271,NA,2259,2277,2286,2277,2274,2280,2181,2280,2928,NA,2274,2241,312,2286,2268,2256,2274,2277,1557,2280,2274,2286,2271,2271,2268,2280,2265,2277,2286,2286,312,2298,1581,2289,2268,2283,2241,1704,2259,2277,2283,2286,2175,1512,2253,2274,2268,2298,2265,2277,2268,2265,2268,2280,2298,1329,2268,2274,2277,2277,NA,2283,2271,2274,2271,381,3072,2268,2271,2277,2259,2259,2262,2268,2271,2259,2247,2274,2277,2256,2262,2253,2280,2277,2280,1746,2256,2256,2268,2274,2271,1923,1836,2283,2277,1383,2262,2265,2280,2271,2259,945,711,2253,2259,2268,2259,2271,2268,2283,1728,2277,2277,1743,2268,2271,2235,2178,2265,2217,2268,2268,2109,2259,2247,2280,2235,2268,2205,2601,2292,2271,2265,2268,2256,1056,2268,1179,1128,2253,2277,2268,2271,2265,2268,2268,2241,2259,2280,2283,2277,2256,2268,2262,1758,2268,2262,2274,2280,2262,2274,2274,2283,2274,2277,2271,2274,858,2271,2280,2283,2286,2289,2262,2271,2088,2265,2271,2271
"5G06970",573,789,783,NA,390,789,612,210,789,789,618,789,789,609,NA,375,789,789,783,789,402,783,NA,789,618,789,789,789,789,429,789,609,789,789,567,609,789,396,573,NA,789,NA,789,789,612,642,432,789,789,552,405,573,789,612,210,789,567,387,789,783,615,612,789,789,789,NA,573,573,585,789,609,210,612,387,795,612,789,789,789,789,789,NA,789,210,NA,609,783,789,630,471,NA,609,789,780,384,783,789,210,813,411,609,177,789,789,573,789,636,789,789,609,588,675,789,192,789,786,789,789,789,789,651,783,789,210,642,612,591,783,789,789,783,789,642,789,789,789,789,789,789,NA,645,789,627,NA,789,789,789,369,387,789,432,789,789,573,783,624,783,789,426,582,786,789,210,783,NA,573,789,789,564,609,627,NA,783,789,789,NA,783,789,789,384,591,612,387,573,789,789,NA,789,NA,210,789,210,789,417,210,789,789,645,177,222,783,789,789,573,789,570,789,789,789,789,438,603,210,612,789,435,NA,795,NA,783,639,NA,210,573,777,648,789,783,432,789,210,783,420,618,210,NA,612,789,789,783,573,210,789,783,789,216,774,567,789,789,783,783,432,783,387,783,789,789,432,441,789,462,534,789,558,237,789,573,435,609,396,402,612,789,789,573,387,789,789,618,210,612,624,642,411,210,627,789,789,177,432,783,789,417,789,789,789,573,663,387,210,612,210,432,789,789,387,789,789,NA,789,783,783,789,387,411,789,171,789,402,789,609,363,387,789,789,789,789,789,789,789,627,783,789,789,789,789,789,789,783,789,789,789,789,195,789,789,789,624,789,783,789,789,789,789,789,789,789,789
"5G07590",711,1077,1071,828,192,951,1068,690,711,711,1077,942,1077,1077,NA,NA,930,420,1077,1074,474,1077,711,1077,621,1077,1032,711,1077,711,1077,984,1077,1077,1080,711,1077,1077,1077,1074,1080,204,1077,711,711,999,1008,996,951,540,1065,987,906,1077,990,1077,NA,957,1077,1077,900,711,933,948,1077,NA,1029,1077,1020,1077,1077,942,1077,477,1077,939,1071,711,1074,711,846,NA,1086,711,1080,348,924,999,711,1077,711,711,1077,768,702,1077,1077,711,672,933,711,312,711,1077,711,1065,1077,1077,1077,1077,711,1017,1077,843,1077,219,1077,1077,1077,369,1074,1077,1077,930,375,1077,708,1077,1077,1077,879,966,957,1074,1074,1077,1074,711,1077,NA,1077,1077,1077,507,927,957,1077,1026,711,1083,1014,1077,1077,1074,1077,705,1077,1077,486,1032,963,1077,477,711,711,963,1032,1014,618,711,1077,711,1077,1080,936,996,1077,534,1077,693,1077,840,966,711,1077,1005,711,711,498,NA,1077,711,864,711,711,1077,1083,369,648,387,1077,1077,1074,711,1077,NA,1077,1077,1077,711,990,1086,711,711,1077,1071,NA,1059,NA,1077,1038,711,711,1077,1077,1077,1077,1077,711,711,711,1077,1017,1008,711,204,711,1077,1077,1077,540,711,1077,1077,1074,1086,1071,1077,1077,1077,1077,1074,1077,1077,1077,1077,264,1077,984,711,1077,1050,996,1077,993,945,711,711,1014,1077,1077,711,1002,1077,948,711,705,1077,1077,1017,711,711,711,1062,987,711,711,1077,1077,711,711,1077,1074,711,1077,1077,1077,996,1077,993,711,954,1017,1002,1077,957,711,1074,984,249,498,1077,1077,1077,711,711,1077,NA,879,756,1077,921,933,873,1077,1074,1077,1011,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1074,1077,1077,1077,1077,1077,1077,369,1077,1077,1077,1077,1077,1077,1077,1077,1074,1077
"5G08030",NA,219,219,NA,219,219,219,219,219,219,219,219,216,NA,NA,219,219,NA,219,219,219,219,NA,219,219,219,219,NA,219,NA,NA,219,219,219,NA,NA,213,219,219,NA,219,219,219,NA,210,219,165,219,219,NA,NA,NA,219,219,216,219,219,207,219,NA,219,216,219,219,219,NA,NA,219,219,219,219,NA,219,NA,219,219,219,NA,219,219,219,183,219,NA,219,219,219,219,NA,219,NA,219,219,NA,219,219,219,219,219,219,NA,NA,219,219,NA,219,183,219,219,219,219,219,219,219,219,NA,219,219,NA,219,NA,NA,219,174,NA,NA,219,219,195,NA,219,219,219,219,219,219,NA,222,219,NA,219,219,219,NA,219,219,219,219,NA,219,219,219,NA,NA,219,NA,219,219,207,219,219,NA,NA,NA,NA,219,219,219,NA,NA,219,216,219,219,219,NA,219,219,219,219,NA,219,219,219,219,219,NA,NA,NA,NA,219,219,219,219,219,219,219,219,219,219,219,219,219,NA,219,219,219,219,219,219,219,219,219,219,219,156,NA,210,NA,219,219,219,219,NA,219,219,219,219,219,NA,219,219,219,219,219,NA,NA,219,219,219,NA,NA,219,219,219,219,219,219,219,180,219,219,NA,219,216,219,219,219,219,NA,219,219,219,NA,219,NA,NA,NA,219,219,219,219,219,NA,219,219,219,219,219,219,NA,198,216,219,219,219,219,219,219,219,219,219,219,NA,219,219,219,219,219,219,NA,219,NA,219,219,219,219,219,NA,213,219,219,219,219,219,NA,219,NA,219,NA,219,216,219,219,NA,219,219,219,219,219,219,219,219,219,219,NA,219,219,219,219,216,219,219,219,219,219,219,NA,219,216,219,219,219,219,219,219,219,219,219
"5G08310",2382,2487,2487,2478,2388,2487,2352,2448,2487,2484,2484,2484,2487,2484,2397,2487,2484,1740,2427,2484,2487,2487,2463,2484,2487,2463,2487,2256,2430,2481,2478,2484,2376,2451,1311,2226,2358,2487,2484,2376,2484,1554,2484,2493,2469,2487,2484,2460,2481,1170,2490,2484,2361,2487,1182,2493,2487,2484,2484,2487,2484,2409,2253,2256,2484,2484,2397,2487,2478,2478,2478,2484,2490,2490,2484,2484,2403,2481,2481,2403,2481,2400,2427,2334,2484,2484,2478,2385,2307,2403,1530,2451,2394,2478,2487,2487,2283,2478,2343,2487,2490,1914,2499,2403,2493,2385,2487,2484,2484,2481,2484,2484,2484,2802,2478,2505,2487,2484,2487,2484,2493,2385,2343,2307,2451,2199,2295,2481,2382,2499,2493,2484,2502,2484,2484,2427,2493,2484,2475,2214,2481,2487,2622,2484,2484,2487,2487,2487,2484,2487,2430,2484,2484,2442,2478,2484,2244,2490,1494,2358,2385,2484,3252,2379,2373,2484,2481,2187,2553,2487,1452,1431,2340,294,2484,2412,2487,2487,2490,2391,2211,2382,2433,2484,2484,2484,2469,2484,2454,1917,2400,2478,2487,2466,2484,2484,2484,2484,2742,2487,2487,2241,2484,2481,2484,2484,2487,2484,2490,2445,2484,2481,2484,2487,2490,2175,2493,1041,2478,2487,2484,2490,2430,2064,2484,2484,2484,2481,2478,2313,2484,2481,1188,2475,2481,2232,2484,2484,2484,2490,2466,2388,2499,2484,2484,2118,2244,2481,2496,2382,2394,2487,2487,2487,2484,2487,2487,2481,2484,2493,2349,2484,2484,2316,2268,2400,2460,2493,2757,2490,2484,2484,2403,2496,2487,2484,2484,2370,2490,2451,2436,2310,2349,2496,2946,2484,2487,2487,2487,2487,2460,2487,2484,2484,2493,2130,2493,2490,2274,2427,2493,1740,2493,2484,2490,2475,1215,2484,2487,2451,2463,2487,2484,2238,2487,2487,2484,1932,2499,2373,2484,2484,2484,2469,1155,2484,2484,2484,2484,2490,2487,2487,2478,2487,2427,2487,2496,2484,2490,2484,2484,2484,2487,2484,2487,2484,2484,2460,2484,2484,2484,2484,2484,2484,2484,2484,2490,2484,2487
"5G08415",NA,396,411,NA,NA,411,405,372,NA,399,NA,NA,NA,348,NA,411,NA,336,NA,411,201,NA,NA,417,288,402,411,NA,NA,NA,420,411,270,NA,NA,NA,402,NA,390,NA,408,NA,408,NA,NA,NA,351,387,411,NA,402,NA,318,411,NA,411,NA,402,408,NA,NA,396,396,NA,417,NA,NA,411,282,411,NA,NA,411,NA,NA,NA,399,NA,408,390,NA,NA,NA,NA,NA,NA,NA,399,NA,NA,NA,NA,411,NA,NA,396,408,411,297,NA,NA,NA,NA,NA,126,NA,414,405,NA,NA,NA,NA,399,363,NA,NA,411,408,234,402,NA,252,408,384,NA,NA,NA,402,393,NA,411,408,402,414,NA,405,405,NA,NA,NA,408,411,414,NA,402,366,417,396,183,NA,NA,NA,NA,402,414,399,363,NA,NA,399,NA,195,393,264,NA,396,411,411,NA,NA,237,336,402,408,408,NA,NA,411,411,NA,NA,NA,NA,NA,402,399,NA,NA,NA,NA,384,NA,390,NA,405,408,408,NA,NA,NA,405,378,408,408,408,414,408,NA,408,NA,381,402,NA,NA,408,NA,405,330,NA,NA,408,NA,267,NA,408,411,408,402,NA,NA,NA,402,408,408,NA,NA,NA,402,408,417,NA,NA,411,405,NA,NA,NA,402,411,330,147,NA,NA,411,408,381,NA,396,NA,NA,321,NA,NA,360,NA,NA,NA,NA,NA,390,423,423,NA,387,384,NA,NA,408,399,408,NA,330,NA,420,NA,387,NA,411,411,NA,411,420,NA,408,390,411,381,NA,408,NA,NA,NA,NA,NA,411,NA,NA,408,NA,NA,NA,411,411,408,NA,NA,408,NA,408,NA,396,405,408,NA,408,405,414,393,408,411,411,396,411,390,NA,411,396,408,408,408,408,396,399,405,411,408,408,423,408,414,408,408,408,411,408,399,408,405,402
"5G08490",2454,2550,2550,2547,2550,2550,2550,1974,2550,2550,2538,2388,2550,2181,2535,2550,2550,2154,2553,2550,2424,2547,2550,1026,2562,2202,2550,2148,2691,2541,2550,2544,2409,2553,2550,2550,2556,2550,2550,2001,2550,1866,2550,2550,2553,2550,2550,2547,2541,2508,2181,2547,2520,2550,2454,2550,2418,2550,2550,2550,2550,2457,2550,2547,2550,3072,2550,2550,2379,2547,2550,2550,2550,3210,2550,2469,2550,2547,2550,2547,2049,1950,2556,2502,2550,2436,2550,2553,2484,2550,2076,1767,2553,2547,2550,2550,2550,2547,2550,2172,2550,1974,2550,2541,261,2550,3345,2544,2550,1437,2532,2547,2550,2430,2541,2541,1785,2550,2550,2550,2550,2550,2550,1752,2550,1821,2112,2550,2550,2535,2550,2550,2469,2550,2550,2544,2550,2550,2556,3117,2550,2547,2439,2550,2550,2451,2550,2550,2550,2550,2550,2550,2550,2535,2439,2550,2376,2550,2550,2550,2550,2550,2352,2541,2424,690,2550,2625,2124,2550,2550,1629,2550,2547,2541,2550,2541,2550,2550,2550,2553,2550,2550,2547,2541,2547,2550,2550,1893,1896,2550,2049,2550,2550,1905,2460,2550,2550,1086,2541,2550,2547,2484,2550,2538,2550,2550,2541,2550,2460,2550,2550,2541,2541,1815,2469,2550,2550,2550,2544,2550,2550,2505,2022,2550,2532,2532,2550,2550,2550,2550,2550,2550,2547,1821,1434,2550,2553,2550,2550,2217,2544,2550,2541,2550,1524,2478,2550,2550,2550,2550,2499,2550,2550,2541,2550,2550,843,1962,2550,2535,2550,2532,2550,2496,2124,2550,2550,2550,1641,2550,2550,2550,2550,2538,2550,2367,2496,2550,2550,2544,2319,2295,2547,2550,2550,2550,2550,2550,2541,2550,2550,2550,2547,2550,2550,2556,2553,996,2556,2550,2550,2556,2541,2550,2550,2556,2550,2550,2343,2538,2535,2550,2460,2547,2580,2532,2496,2481,2547,594,2553,2550,2550,NA,2541,2547,2550,2541,2550,2547,2550,2550,2547,1542,2544,2550,2550,2550,2550,2550,1026,2550,2550,2550,2550,2550,2448,2547,2550,2550,2550,2550,2550,2541,2385,2544,2535,2541
"5G08530",1347,1455,1458,1446,813,1458,1458,1119,1458,1458,1458,1458,1458,1407,1446,1443,1455,1341,1458,1458,1182,1458,1368,1458,1356,1458,1458,1185,234,1443,1458,1458,1461,1458,1458,1221,1404,1296,1455,1326,1458,1215,1458,1458,1458,1458,1410,1452,1458,1257,1332,1380,1458,1458,1398,1458,1278,1302,1458,1458,1458,1347,1458,1425,1425,780,1458,1458,1458,1458,1458,1458,1062,1191,1458,1458,1458,1458,1458,1443,1374,1116,1461,1404,1458,1458,1404,1458,1458,1329,1206,1458,1458,1458,1326,1458,1389,1458,1458,1458,1458,1131,1458,1458,1368,1458,1458,1458,1458,1461,1458,1458,1458,1263,1767,1395,1458,1458,1458,1458,1458,1458,1458,1233,1458,1458,1374,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1191,1458,1458,1458,1260,1458,1458,1458,1458,1386,1458,1383,1458,1458,1428,1458,1458,1413,1458,1404,1332,1458,1458,1317,1455,1236,1284,1062,1458,1368,1458,1458,1317,1458,1458,1458,1458,1458,1293,1458,NA,1458,1458,1407,1458,1458,1458,1458,1458,1365,1416,1455,1455,1458,1458,1260,1458,1458,1458,1251,1386,1455,1458,1458,1458,1458,1422,1458,1422,1458,1281,1170,1395,1455,1458,1389,1350,1458,1458,1221,1458,1458,1407,1404,1458,1458,1458,1458,1455,1458,1212,1446,1458,1458,1458,1278,813,1452,1458,1458,1458,1449,1458,1458,1458,1458,1404,1434,1329,1458,1458,1458,1458,1458,1458,1446,1458,1458,1458,1305,1458,1458,1458,1419,1458,1341,1281,1428,1458,1398,1452,1458,1395,1362,1458,1446,1458,1395,1284,1458,1458,1401,1458,1347,1458,1398,1458,1458,1458,1458,1452,1458,1458,1458,1404,1458,267,1458,1455,1458,1458,1350,1458,1383,1458,1458,1458,1197,1458,1458,1332,1308,1458,1458,1458,1419,1185,1458,1377,1407,1236,1461,1455,1398,1401,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1551,1458,1428,1458,1458,1422,1458,1458,1458,1434,1458,1458,1458,1455,1419,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458
"5G08580",204,618,606,522,507,618,588,606,NA,606,597,594,618,606,474,606,606,504,606,606,345,597,582,615,606,606,609,NA,588,NA,600,606,588,594,606,NA,609,606,606,612,597,432,606,NA,609,606,429,570,594,NA,594,NA,603,606,315,618,NA,252,606,606,615,594,606,606,615,NA,NA,606,NA,564,594,606,606,NA,606,612,606,NA,606,600,450,213,615,483,612,606,600,606,279,588,NA,606,621,NA,540,606,606,NA,603,600,600,522,615,588,597,588,609,615,615,609,405,594,606,609,NA,606,618,597,618,615,606,606,606,606,588,600,558,612,606,588,606,606,588,606,606,588,597,615,600,NA,606,609,606,NA,615,606,618,606,NA,606,NA,NA,606,579,561,546,327,NA,429,609,594,609,NA,NA,252,606,606,606,NA,600,180,NA,594,615,NA,402,597,606,606,NA,606,597,477,591,606,606,606,606,NA,NA,540,606,606,606,606,606,606,606,552,471,615,606,606,606,615,606,606,603,606,606,606,609,NA,606,606,NA,609,606,132,612,591,NA,NA,609,594,516,606,609,597,NA,609,612,612,NA,606,NA,414,606,606,618,570,477,606,606,606,594,582,612,609,606,606,609,600,606,NA,606,606,612,597,NA,600,606,606,606,417,579,603,NA,609,603,618,618,597,606,609,606,606,588,606,618,585,NA,534,582,606,468,606,609,618,594,606,615,606,NA,609,606,600,609,441,609,NA,606,603,597,612,612,603,606,606,384,609,606,609,606,606,606,615,597,600,501,615,609,612,408,615,606,606,600,606,606,609,606,600,600,204,609,318,606,606,606,597,609,609,624,612,606,597,204,606,615,606,606,606,615,606,606,606,606,606
"5G08660",NA,534,537,NA,405,537,537,561,543,540,534,522,537,525,780,537,477,537,522,534,537,537,540,537,510,537,537,537,537,537,540,537,540,525,519,537,528,546,537,462,534,537,537,537,528,537,525,531,531,534,537,531,537,537,534,537,519,537,534,546,540,183,546,516,540,516,537,537,540,540,528,537,537,NA,534,531,537,NA,537,537,537,501,540,528,531,537,537,531,NA,483,399,546,537,NA,537,516,537,531,543,543,546,513,528,543,528,537,537,537,540,537,537,549,537,432,540,540,537,540,519,537,537,543,180,510,528,540,366,NA,540,540,537,537,513,534,537,534,537,531,525,NA,534,537,537,537,540,537,537,537,NA,537,NA,519,537,537,540,537,537,516,378,540,546,534,219,165,504,537,537,537,516,504,540,537,531,537,537,537,537,537,534,NA,540,537,537,537,540,537,NA,NA,528,528,537,135,537,537,534,534,534,537,360,432,528,537,537,537,537,537,510,537,537,534,534,495,537,534,534,534,540,537,543,540,537,534,534,540,537,537,519,NA,537,540,540,NA,531,531,468,483,405,540,531,537,543,534,537,501,531,498,537,NA,525,540,513,546,543,537,531,546,519,537,204,537,534,549,537,540,NA,540,537,537,531,540,537,537,531,534,537,537,543,537,537,534,543,498,NA,552,522,534,516,537,537,504,540,537,531,NA,537,537,534,543,537,516,537,534,528,534,537,540,537,534,513,459,537,537,540,534,546,522,537,498,513,540,537,540,519,537,537,534,537,549,537,537,537,519,537,543,540,537,540,537,537,537,537,537,537,528,540,537,519,129,540,540,528,516,537,540,540,537,537,537,537
